iter	Passed	Remaining
3217	660837	123419
3218	661044	123214
3219	661253	123009
3220	661460	122804
3221	661664	122598
3222	661875	122394
3223	662081	122189
3224	662286	121983
3225	662490	121778
3226	662696	121573
3227	662899	121367
3228	663104	121161
3229	663307	120956
3230	663512	120750
3231	663715	120544
3232	663923	120340
3233	664128	120134
3234	664334	119929
3235	664538	119723
3236	664742	119518
3237	664954	119313
3238	665159	119108
3239	665363	118902
3240	665575	118698
3241	665796	118496
3242	666012	118292
3243	666261	118095
3244	666497	117895
3245	666711	117691
3246	666922	117486
3247	667128	117281
3248	667333	117076
3249	667539	116870
3250	667749	116666
3251	668096	116485
3252	668410	116298
3253	668617	116093
3254	668823	115888
3255	669027	115682
3256	669234	115477
3257	669439	115271
3258	669647	115066
3259	669996	114885
3260	670341	114704
3261	670557	114500
3262	670766	114295
3263	670972	114089
3264	671181	113884
3265	671389	113679
3266	671597	113474
3267	671805	113269
3268	672013	113064
3269	672219	112858
3270	672432	112654
3271	672638	112449
3272	672845	112243
3273	673066	112040
3274	673274	111835
3275	673480	111630
3276	673686	111424
3277	673893	111219
3278	674103	111014
3279	674308	110808
3280	674517	110603
3281	674723	110398
3282	674931	110192
3283	675138	109987
3284	675345	109782
3285	675551	109576
3286	675764	109372
3287	675973	109167
3288	676189	108963
3289	676403	108759
3290	676609	108553
3291	676816	108348
3292	677026	108143
3293	677241	107939
3294	677455	107734
3295	677671	107530
3296	677885	107326
3297	678093	107121
3298	678298	106915
3299	678504	106710
3300	678709	106504
3301	678921	106299
3302	679126	106094
3303	679333	105888
3304	679538	105683
3305	679749	105478
3306	679956	105272
3307	680163	105067
3308	680374	104862
3309	680580	104657
3310	680786	104451
3311	680990	104245
3312	681197	104040
3313	681412	103836
3314	681628	103632
3315	681841	103427
3316	682050	103222
3317	682257	103017
3318	682465	102811
3319	682672	102606
3320	682880	102401
3321	683084	102195
3322	683291	101989
3323	683503	101785
3324	683722	101581
3325	683941	101377
3326	684205	101180
3327	684426	100977
3328	684633	100772
3329	684840	100566
3330	685048	100361
3331	685255	100155
3332	685468	99951
3333	685877	99775
3334	686279	99598
3335	686672	99419
3336	687051	99238
3337	687267	99034
3338	687474	98828
3339	687683	98622
3340	687896	98418
3341	688120	98214
3342	688355	98012
3343	688563	97807
3344	688769	97601
3345	688975	97395
3346	689183	97189
3347	689390	96984
3348	689599	96778
3349	689806	96572
3350	690011	96366
3351	690220	96161
3352	690426	95955
3353	690630	95749
3354	690833	95542
3355	691038	95336
3356	691240	95130
3357	691446	94924
3358	691650	94718
3359	691853	94512
3360	692058	94306
3361	692260	94099
3362	692469	93894
3363	692680	93689
3364	692888	93483
3365	693104	93278
3366	693316	93073
3367	693526	92868
3368	693736	92662
3369	693946	92457
3370	694157	92252
3371	694370	92047
3372	694581	91842
3373	694794	91637
3374	695005	91431
3375	695217	91226
3376	695433	91022
3377	695641	90816
3378	695847	90610
3379	696054	90404
3380	696261	90198
3381	696476	89994
3382	696684	89788
3383	696890	89582
3384	697100	89377
3385	697306	89171
3386	697512	88965
3387	697718	88759
3388	697923	88553
3389	698127	88347
3390	698333	88141
3391	698535	87934
3392	698740	87728
3393	698944	87522
3394	699148	87316
3395	699352	87110
3396	699555	86903
3397	699758	86697
3398	699963	86491
3399	700167	86285
3400	700374	86079
3401	700581	85873
3402	700791	85668
3403	701001	85462
3404	701209	85257
3405	701419	85051
3406	701628	84846
3407	701837	84640
3408	702044	84434
3409	702248	84228
3410	702452	84022
3411	702657	83816
3412	702865	83610
3413	703074	83405
3414	703279	83199
3415	703486	82993
3416	703693	82787
3417	703901	82581
3418	704108	82375
3419	704315	82170
3420	704521	81964
3421	704733	81758
3422	704943	81553
3423	705154	81348
3424	705360	81142
3425	705568	80936
3426	705779	80731
3427	705987	80525
3428	706192	80319
3429	706397	80113
3430	706604	79907
3431	706808	79701
3432	707013	79495
3433	707218	79289
3434	707424	79083
3435	707629	78877
3436	707834	78671
3437	708040	78465
3438	708244	78259
3439	708450	78053
3440	708657	77847
3441	708862	77641
3442	709072	77435
3443	709278	77229
3444	709485	77023
3445	709691	76818
3446	709898	76612
3447	710103	76406
3448	710310	76200
3449	710517	75994
3450	710722	75788
3451	710927	75582
3452	711132	75376
3453	711337	75170
3454	711542	74964
3455	711748	74758
3456	711954	74552
3457	712161	74346
3458	712367	74140
3459	712574	73934
3460	712781	73728
3461	712987	73522
3462	713195	73317
3463	713403	73111
3464	713610	72905
3465	713815	72699
3466	714020	72493
3467	714225	72287
3468	714433	72081
3469	714639	71875
3470	714844	71669
3471	715049	71463
3472	715257	71257
3473	715462	71051
3474	715674	70846
3475	715887	70641
3476	716094	70435
3477	716300	70229
3478	716507	70023
3479	716713	69817
3480	716923	69612
3481	717130	69406
3482	717337	69200
3483	717544	68994
3484	717752	68788
3485	717960	68583
3486	718177	68378
3487	718385	68172
3488	718592	67966
3489	718797	67760
3490	719005	67554
3491	719222	67349
3492	719430	67144
3493	719639	66938
3494	719846	66732
3495	720056	66526
3496	720261	66320
3497	720467	66114
3498	720671	65908
3499	720875	65702
3500	721079	65496
3501	721284	65290
3502	721488	65084
3503	721691	64878
3504	721896	64672
3505	722101	64466
3506	722307	64260
3507	722513	64054
3508	722717	63847
3509	722920	63641
3510	723125	63435
3511	723329	63229
3512	723535	63023
3513	723737	62817
3514	723941	62611
3515	724146	62405
3516	724350	62199
3517	724555	61992
3518	724758	61786
3519	724964	61580
3520	725170	61374
3521	725373	61168
3522	725578	60962
3523	725783	60756
3524	725988	60550
3525	726194	60344
3526	726400	60138
3527	726607	59932
3528	726811	59726
3529	727017	59520
3530	727222	59314
3531	727428	59108
3532	727635	58902
3533	727839	58696
3534	728044	58490
3535	728250	58284
3536	728454	58078
3537	728660	57872
3538	728866	57666
3539	729069	57460
3540	729275	57254
3541	729478	57048
3542	729679	56842
3543	729883	56636
3544	730088	56429
3545	730293	56223
3546	730498	56017
3547	730709	55812
3548	730917	55606
3549	731124	55400
3550	731332	55194
3551	731537	54988
3552	731746	54783
3553	731953	54577
3554	732161	54371
3555	732370	54165
3556	732582	53960
3557	732795	53754
3558	733004	53549
3559	733213	53343
3560	733420	53137
3561	733628	52931
3562	733838	52725
3563	734047	52520
3564	734254	52314
3565	734464	52108
3566	734674	51902
3567	734886	51697
3568	735093	51491
3569	735300	51285
3570	735504	51079
3571	735709	50873
3572	735912	50667
3573	736120	50461
3574	736325	50255
3575	736529	50049
3576	736735	49843
3577	736940	49637
3578	737144	49431
3579	737349	49225
3580	737555	49019
3581	737759	48813
3582	737963	48607
3583	738168	48401
3584	738373	48195
3585	738577	47988
3586	738783	47783
3587	738988	47577
3588	739192	47370
3589	739396	47164
3590	739603	46958
3591	739807	46752
3592	740012	46546
3593	740217	46340
3594	740420	46134
3595	740627	45928
3596	740831	45722
3597	741036	45516
3598	741241	45310
3599	741445	45104
3600	741652	44898
3601	741859	44692
3602	742067	44486
3603	742273	44281
3604	742478	44075
3605	742684	43869
3606	742887	43662
3607	743090	43456
3608	743293	43250
3609	743498	43044
3610	743703	42838
3611	743908	42632
3612	744115	42426
3613	744319	42220
3614	744524	42014
3615	744728	41808
3616	744931	41602
3617	745137	41396
3618	745343	41190
3619	745549	40984
3620	745761	40778
3621	745969	40573
3622	746176	40367
3623	746383	40161
3624	746598	39955
3625	746808	39750
3626	747014	39544
3627	747219	39338
3628	747425	39132
3629	747633	38926
3630	747847	38720
3631	748053	38514
3632	748258	38308
3633	748467	38103
3634	748675	37897
3635	748887	37691
3636	749092	37485
3637	749299	37279
3638	749510	37073
3639	749720	36868
3640	749930	36662
3641	750140	36456
3642	750348	36250
3643	750552	36044
3644	750756	35838
3645	750960	35632
3646	751167	35426
3647	751372	35220
3648	751579	35014
3649	751784	34808
3650	751988	34602
3651	752193	34396
3652	752396	34190
3653	752600	33984
3654	752804	33778
3655	753010	33572
3656	753214	33366
3657	753420	33160
3658	753624	32954
3659	753829	32748
3660	754033	32542
3661	754237	32336
3662	754442	32130
3663	754647	31924
3664	754850	31718
3665	755055	31512
3666	755258	31306
3667	755466	31100
3668	755669	30894
3669	755875	30688
3670	756079	30482
3671	756284	30276
3672	756491	30070
3673	756695	29864
3674	756900	29658
3675	757103	29452
3676	757307	29246
3677	757511	29039
3678	757718	28834
3679	757924	28628
3680	758127	28422
3681	758333	28216
3682	758540	28010
3683	758746	27804
3684	758955	27598
3685	759161	27392
3686	759372	27186
3687	759585	26980
3688	759797	26775
3689	760010	26569
3690	760226	26363
3691	760439	26158
3692	760650	25952
3693	760860	25746
3694	761076	25540
3695	761286	25335
3696	761495	25129
3697	761712	24923
3698	761928	24717
3699	762137	24511
3700	762342	24305
3701	762548	24099
3702	762756	23894
3703	762964	23688
3704	763172	23482
3705	763383	23276
3706	763590	23070
3707	763795	22864
3708	764004	22658
3709	764212	22452
3710	764418	22246
3711	764629	22040
3712	764840	21834
3713	765048	21629
3714	765257	21423
3715	765464	21217
3716	765669	21011
3717	765874	20805
3718	766079	20599
3719	766283	20393
3720	766487	20186
3721	766693	19980
3722	766897	19774
3723	767102	19568
3724	767308	19362
3725	767519	19157
3726	767727	18951
3727	767935	18745
3728	768144	18539
3729	768361	18333
3730	768575	18127
3731	768793	17922
3732	769011	17716
3733	769226	17510
3734	769437	17304
3735	769643	17098
3736	769860	16892
3737	770072	16686
3738	770283	16481
3739	770494	16275
3740	770704	16069
3741	770905	15863
3742	771114	15657
3743	771341	15451
3744	771553	15245
3745	771763	15039
3746	771971	14833
3747	772178	14627
3748	772384	14421
3749	772588	14215
3750	772795	14009
3751	773003	13803
3752	773207	13597
3753	773414	13391
3754	773622	13185
3755	773828	12979
3756	774035	12773
3757	774241	12567
3758	774446	12361
3759	774653	12155
3760	774861	11949
3761	775068	11743
3762	775277	11537
3763	775483	11331
3764	775691	11125
3765	775898	10919
3766	776105	10713
3767	776311	10507
3768	776511	10301
3769	776713	10095
3770	776912	9889
3771	777114	9683
3772	777316	9476
3773	777524	9270
3774	777726	9064
3775	777927	8858
3776	778128	8652
3777	778329	8446
3778	778531	8240
3779	778732	8034
3780	778934	7828
3781	779136	7622
3782	779338	7416
3783	779545	7210
3784	779748	7004
3785	779948	6798
3786	780149	6592
3787	780351	6386
3788	780552	6180
3789	780752	5974
3790	780954	5768
3791	781154	5562
3792	781356	5355
3793	781557	5149
3794	781759	4943
3795	781961	4737
3796	782163	4531
3797	782363	4325
3798	782572	4119
3799	782776	3913
3800	782981	3707
3801	783183	3501
3802	783385	3295
3803	783586	3089
3804	783788	2883
3805	783990	2677
3806	784191	2471
3807	784393	2265
3808	784593	2059
3809	784796	1853
3810	784997	1647
3811	785198	1441
3812	785400	1235
3813	785601	1029
3814	785808	823
3815	786010	617
3816	786212	411
3817	786412	205
3818	786612	0
